date,n_components,weighted_mean,weighted_median,pearson_skew,bowley_skew,boc_trim,boc_median,boc_spread
2013-01-01,59,1.144918507437656,1.7749221595164508,-0.49167864408076073,-0.36638545465841377,1.0,1.4,-0.3999999999999999
2013-02-01,59,1.520447789347923,2.114045678379014,-0.5684644030883921,-0.48239517859155534,1.2,1.6,-0.40000000000000013
2013-03-01,59,1.1477536480573185,1.6319665654937832,-0.38240288386940097,-0.5305720548683208,1.2,1.6,-0.40000000000000013
2013-04-01,59,0.8885180806217285,1.230293151899871,0.298144103379859,-0.44479152512484144,0.9,1.5,-0.6
2013-05-01,59,0.959271342041864,1.1563477366255182,1.6369088264111669,-0.4166228307022388,1.1,1.6,-0.5
2013-06-01,59,0.9068071099815047,1.1508592935790556,0.33398807917661744,-0.3030580427615138,1.3,1.8,-0.5
2013-07-01,59,1.2388223022264415,1.165830679610201,0.9976006966865966,-0.27378706327119395,1.3,1.7,-0.3999999999999999
2013-08-01,59,1.2189986710580873,1.1025425967547795,0.6450780742538256,-0.13746138938551278,1.1,1.6,-0.5
2013-09-01,59,1.1700777584563433,1.16094342407921,1.1261551134545984,-0.32187455766365175,1.3,1.6,-0.30000000000000004
2013-10-01,59,0.7228320287502406,0.7760405115694378,0.26347628514194016,-0.20381719721578895,1.2,1.6,-0.40000000000000013
2013-11-01,59,0.6199657060191781,0.7973788671711154,0.30966881592593126,-0.37974466685140834,1.3,1.5,-0.19999999999999996
2013-12-01,59,0.7682896425042439,0.7171651258092347,-0.0821010195961402,0.14001068822586868,1.4,1.6,-0.20000000000000018
2014-01-01,59,1.0468661659278806,0.6949523625940593,1.2917966748706236,0.10669536507136555,1.5,1.7,-0.19999999999999996
2014-02-01,59,1.2020703031522666,0.8518795206413742,0.5358515349887092,0.1714397397941746,1.3,1.5,-0.19999999999999996
2014-03-01,59,1.6525932183265712,1.0030846571551522,2.4202265144597956,-0.012892763319808757,1.5,1.6,-0.10000000000000009
2014-04-01,59,1.729788243395471,1.5471885606676323,3.486635634171114,-0.3499680469917284,1.6,1.7,-0.09999999999999987
2014-05-01,59,1.8610620970207317,1.4426673288844325,2.762171762427887,-0.2983836151625494,1.8,1.8,0.0
2014-06-01,59,2.1138291882164215,1.6301557146837977,2.2476641942663753,-0.16589138827037672,1.8,1.8,0.0
2014-07-01,59,1.907269969488187,1.546148721204835,2.389466699308569,-0.32281103756000645,1.6,1.7,-0.09999999999999987
2014-08-01,59,1.820477207438634,1.5835742145084304,1.8564479879942064,-0.3473348409238374,1.7,1.7,0.0
2014-09-01,59,2.0139696522780652,1.2898963135610872,2.1886001310619156,-0.010948378306683803,1.7,1.8,-0.10000000000000009
2014-10-01,59,2.435334162320833,1.7727610713572768,2.600398899600101,-0.17530562988343806,1.7,1.8,-0.10000000000000009
2014-11-01,59,2.278722909453594,1.849545782590499,1.4305725048129223,-0.09145904456767505,1.7,1.8,-0.10000000000000009
2014-12-01,59,2.1859987622313475,1.7500476766363373,1.1041853314495904,-0.004313438181143335,1.6,1.8,-0.19999999999999996
2015-01-01,59,2.2598421183516026,1.8081227079081506,-0.9515530437681465,0.154000193716601,1.7,1.8,-0.10000000000000009
2015-02-01,59,2.145305654268933,1.9185564413807992,-2.545116574814482,0.13212720690194069,1.6,1.8,-0.19999999999999996
2015-03-01,59,2.0146783508067982,1.6858210770990931,-2.0530435901546213,0.33200133685532035,1.6,1.8,-0.19999999999999996
2015-04-01,59,1.4443351398888544,1.5175894471902511,-3.312915507151562,0.4949478985439531,1.4,1.6,-0.20000000000000018
2015-05-01,59,1.5866363279933098,1.7832211737741674,-3.287512978459192,0.41386032732833733,1.5,1.7,-0.19999999999999996
2015-06-01,59,1.607127450678613,1.8396652122079522,-3.5154774842600074,0.4311434053555655,1.5,1.6,-0.10000000000000009
2015-07-01,59,1.873795992205504,2.423145969019684,-3.8468790006561386,-0.14711593124057074,1.7,1.8,-0.10000000000000009
2015-08-01,59,1.9958533805885965,2.3688166762994176,-4.71078708966365,-0.1120980756677323,1.6,1.8,-0.19999999999999996
2015-09-01,59,2.024705452744785,2.0912691770855645,-3.368441625437794,0.0685207784569907,1.7,1.7,0.0
