date,headline_yoy,headline_mom,cpi_trim,cpi_median,cpi_common,cpix,cpixfet,core_band_width,core_avg,headline_minus_core,abs_dev_from_target,abs_mom_dev
2010-11-01,1.9930675909878737,0.25553662691653045,1.3,1.4,1.0,1.4,0.9,0.4999999999999999,1.2,0.7930675909878737,0.006932409012126328,0.09033662691653044
2010-12-01,2.4263431542461023,0.4248088360237823,1.4,1.6,1.2,1.5,1.0,0.6000000000000001,1.34,1.0863431542461022,0.42634315424610225,0.25960883602378226
2011-01-01,2.2452504317789446,0.16920473773265332,1.3,1.6,1.3,1.4,0.9,0.7000000000000001,1.3,0.9452504317789445,0.24525043177894457,0.004004737732653307
2011-02-01,2.070750647109576,-0.08445945945946276,1.2,1.4,1.2,0.9,0.4,0.9999999999999999,1.02,1.050750647109576,0.07075064710957601,0.24965945945946277
2011-03-01,3.0276816608996615,0.6762468300929747,1.6,1.8,1.7,1.7,1.3,0.5,1.6200000000000003,1.4076816608996612,1.0276816608996615,0.5110468300929747
2011-04-01,3.460207612456756,0.4198152812762368,1.5,1.8,1.6,1.6,1.0,0.8,1.5,1.960207612456756,1.460207612456756,0.2546152812762368
2011-05-01,3.7165082108902237,0.33444816053511683,1.8,1.9,1.9,1.8,1.2,0.7,1.72,1.9965082108902237,1.7165082108902237,0.16924816053511682
2011-06-01,3.103448275862064,-0.33333333333334103,1.8,1.9,1.8,1.3,0.7,1.2,1.5,1.603448275862064,1.103448275862064,0.49853333333334104
2011-07-01,2.7444253859348233,0.16722408026756952,1.8,1.9,1.9,1.6,1.1,0.7999999999999998,1.6599999999999997,1.0844253859348236,0.7444253859348233,0.0020240802675695058
2011-08-01,3.090128755364807,0.25041736227044975,2.0,2.1,2.0,1.9,1.4,0.7000000000000002,1.8800000000000001,1.210128755364807,1.0901287553648071,0.08521736227044974
2011-09-01,3.2562125107112205,0.33305578684430515,2.1,2.0,2.1,2.2,1.8,0.40000000000000013,2.04,1.2162125107112205,1.2562125107112205,0.16785578684430513
2011-10-01,2.9812606473594627,0.3319502074688785,2.0,1.9,2.0,2.1,1.4,0.7000000000000002,1.8800000000000001,1.1012606473594626,0.9812606473594627,0.16675020746887848
2011-11-01,2.8037383177569986,0.08271298593878207,2.1,2.1,2.1,2.1,1.5,0.6000000000000001,1.98,0.8237383177569986,0.8037383177569986,0.08248701406121794
2011-12-01,2.1996615905245376,-0.16528925619835322,1.9,1.9,2.0,1.9,1.2,0.8,1.7799999999999998,0.4196615905245378,0.19966159052453758,0.33048925619835323
2012-01-01,2.6182432432432456,0.5794701986755024,2.1,2.0,2.0,2.1,1.5,0.6000000000000001,1.94,0.6782432432432457,0.6182432432432456,0.4142701986755024
2012-02-01,2.6204564666103103,-0.08230452674896638,2.2,2.1,2.1,2.3,1.6,0.6999999999999997,2.0599999999999996,0.5604564666103107,0.6204564666103103,0.2475045267489664
2012-03-01,2.015113350125941,0.08237232289949326,1.9,1.9,1.7,1.9,1.4,0.5,1.7600000000000002,0.25511335012594083,0.01511335012594106,0.08282767710050676
2012-04-01,1.9230769230769384,0.3292181069958877,2.1,2.0,2.0,2.1,1.8,0.30000000000000004,2.0,-0.07692307692306155,0.07692307692306155,0.1640181069958877
2012-05-01,1.2499999999999956,-0.3281378178835115,1.7,1.7,1.8,1.8,1.4,0.40000000000000013,1.6800000000000002,-0.4300000000000046,0.7500000000000044,0.4933378178835115
2012-06-01,1.3377926421404673,-0.24691358024691024,1.5,1.6,1.8,2.0,1.6,0.5,1.7,-0.3622073578595326,0.6622073578595327,0.41211358024691025
2012-07-01,1.1686143572620988,0.0,1.5,1.7,1.7,1.7,1.2,0.5,1.56,-0.3913856427379012,0.8313856427379012,0.1652
